Page ID,Title,URL,"Page Views, last 60 days","Description, local","Description, Wikidata",Alias,Label,Size in Bytes,Available languages count,Categories,Category URLs,Page Image Name,Page Image URL,Images,Image URLs,"Location, Latitude","Location, Longitude","Location, Distance to BYU","Location, Name","Location, Type","Location, Country","Location, Region","Location, Globe"
136073,"Cuevitas, Texas","https://en.wikipedia.org/wiki/Cuevitas,_Texas",157,Census-designated place in Texas,census designated place,,['Cuevitas'],7626,18,"['Census-designated places in Hidalgo County, Texas', 'Census-designated places in Texas']","['https://en.wikipedia.org/wiki/Category:Census-designated_places_in_Hidalgo_County,_Texas', 'https://en.wikipedia.org/wiki/Category:Census-designated_places_in_Texas']",TXMap-doton-Cuevitas.PNG,https://upload.wikimedia.org/wikipedia/commons/b/b4/TXMap-doton-Cuevitas.PNG,"['https://en.wikipedia.org/wiki/File:Cuevitas_Cemetery.jpg', 'https://en.wikipedia.org/wiki/File:Flag_of_Hidalgo_County,_Texas.png', 'https://en.wikipedia.org/wiki/File:Flag_of_Texas.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_the_United_States.svg', 'https://en.wikipedia.org/wiki/File:Hidalgo_County_Cuevitas.svg', 'https://en.wikipedia.org/wiki/File:Map_of_Texas_highlighting_Hidalgo_County.svg', 'https://en.wikipedia.org/wiki/File:TXMap-doton-Cuevitas.PNG']","['https://upload.wikimedia.org/wikipedia/commons/d/d6/Cuevitas_Cemetery.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Flag_of_Hidalgo_County%2C_Texas.png', 'https://upload.wikimedia.org/wikipedia/commons/f/f7/Flag_of_Texas.svg', 'https://upload.wikimedia.org/wikipedia/en/a/a4/Flag_of_the_United_States.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fd/Hidalgo_County_Cuevitas.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/76/Map_of_Texas_highlighting_Hidalgo_County.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b4/TXMap-doton-Cuevitas.PNG']",26.26277778,-98.57888889,1969134,,city,US,,earth
20860346,National Liberal Federation,https://en.wikipedia.org/wiki/National_Liberal_Federation,703,,,,['National Liberal Federation'],12043,1,"['Liberal Party (UK)', 'Political organisations based in the United Kingdom']","['https://en.wikipedia.org/wiki/Category:Liberal_Party_(UK)', 'https://en.wikipedia.org/wiki/Category:Political_organisations_based_in_the_United_Kingdom']",,,"['https://en.wikipedia.org/wiki/File:Francis_Schnadhorst,_Vanity_Fair,_1892-07-02.jpg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg']","['https://upload.wikimedia.org/wikipedia/commons/7/76/Francis_Schnadhorst%2C_Vanity_Fair%2C_1892-07-02.jpg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']",,,,,,,,
41510250,John F. Murphy Sr.,https://en.wikipedia.org/wiki/John_F._Murphy_Sr.,21,American politician,American politician,,"['John F. Murphy, Sr.']",1858,,"['1923 births', '2011 deaths', '20th-century American politicians', 'Machinists', 'Members of the Vermont House of Representatives']","['https://en.wikipedia.org/wiki/Category:1923_births', 'https://en.wikipedia.org/wiki/Category:2011_deaths', 'https://en.wikipedia.org/wiki/Category:20th-century_American_politicians', 'https://en.wikipedia.org/wiki/Category:Machinists', 'https://en.wikipedia.org/wiki/Category:Members_of_the_Vermont_House_of_Representatives']",,,['https://en.wikipedia.org/wiki/File:Vermont_(1).png'],['https://upload.wikimedia.org/wikipedia/commons/2/2f/Vermont_%281%29.png'],,,,,,,,
60636927,Supinder Wraich,https://en.wikipedia.org/wiki/Supinder_Wraich,1672,Canadian actress and filmmaker,actress and filmmaker,,['Supinder Wraich'],5734,,,,Supinder_Wraich_at_the_CFC_Gala_2013_Celebrating_A_Quarter_Century_of_Creativity_(8452824737).jpg,https://upload.wikimedia.org/wikipedia/commons/2/21/Supinder_Wraich_at_the_CFC_Gala_2013_Celebrating_A_Quarter_Century_of_Creativity_%288452824737%29.jpg,"['https://en.wikipedia.org/wiki/File:Canada_film_clapperboard.svg', 'https://en.wikipedia.org/wiki/File:Supinder_Wraich_at_the_CFC_Gala_2013_Celebrating_A_Quarter_Century_of_Creativity_(8452824737).jpg']","['https://upload.wikimedia.org/wikipedia/commons/9/97/Canada_film_clapperboard.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Supinder_Wraich_at_the_CFC_Gala_2013_Celebrating_A_Quarter_Century_of_Creativity_%288452824737%29.jpg']",,,,,,,,
15055732,"Van Buren Township, Indiana","https://en.wikipedia.org/wiki/Van_Buren_Township,_Indiana",4,Topics referred to by the same term,Wikimedia disambiguation page,,"['Van Buren Township, Indiana']",737,,"['Indiana township disambiguation pages', 'Place name disambiguation pages']","['https://en.wikipedia.org/wiki/Category:Indiana_township_disambiguation_pages', 'https://en.wikipedia.org/wiki/Category:Place_name_disambiguation_pages']",,,['https://en.wikipedia.org/wiki/File:Disambig_gray.svg'],['https://upload.wikimedia.org/wikipedia/en/5/5f/Disambig_gray.svg'],,,,,,,,
20670322,Ektin,https://en.wikipedia.org/wiki/Ektin,26,"Village development committee in Mechi Zone, Nepal","village development committee in Mechi Zone, Nepal",,['Ekteen'],3414,8,"['Populated places in Panchthar District', 'Province No. 1 geography stubs']","['https://en.wikipedia.org/wiki/Category:Populated_places_in_Panchthar_District', 'https://en.wikipedia.org/wiki/Category:Province_No._1_geography_stubs']",Nepal_adm_location_map.svg,https://upload.wikimedia.org/wikipedia/commons/1/18/Nepal_adm_location_map.svg,"['https://en.wikipedia.org/wiki/File:Flag_of_Nepal.svg', 'https://en.wikipedia.org/wiki/File:Nepal_adm_location_map.svg', 'https://en.wikipedia.org/wiki/File:Panchthar_district_locator.png', 'https://en.wikipedia.org/wiki/File:Red_pog.svg']","['https://upload.wikimedia.org/wikipedia/commons/9/9b/Flag_of_Nepal.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/18/Nepal_adm_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/Panchthar_district_locator.png', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg']",27.21,87.87,12246967.7,,adm2nd,NP,,earth
27582130,Michael Marcotte,https://en.wikipedia.org/wiki/Michael_Marcotte,30,American politician,American politician,,['Michael J. Marcotte'],1236,1,"['1958 births', '21st-century American politicians', 'Living people', 'Members of the Vermont House of Representatives', 'Vermont Republicans', 'Vermont politician stubs']","['https://en.wikipedia.org/wiki/Category:1958_births', 'https://en.wikipedia.org/wiki/Category:21st-century_American_politicians', 'https://en.wikipedia.org/wiki/Category:Living_people', 'https://en.wikipedia.org/wiki/Category:Members_of_the_Vermont_House_of_Representatives', 'https://en.wikipedia.org/wiki/Category:Vermont_Republicans', 'https://en.wikipedia.org/wiki/Category:Vermont_politician_stubs']",,,['https://en.wikipedia.org/wiki/File:Vermont_(1).png'],['https://upload.wikimedia.org/wikipedia/commons/2/2f/Vermont_%281%29.png'],,,,,,,,
40301040,"Neighborhoods of West Springfield, Massachusetts","https://en.wikipedia.org/wiki/Neighborhoods_of_West_Springfield,_Massachusetts",63,,,,['Neighborhoods of West Springfield'],1591,,,,,,,,,,,,,,,
68415853,Tomasz Sapota,https://en.wikipedia.org/wiki/Tomasz_Sapota,90,,Polish classical philologist,['Tomasz Wojciech Sapota'],['Tomasz Sapota'],5932,1,,,"Tomasz_Sapota,_2020.jpg",https://upload.wikimedia.org/wikipedia/commons/c/c9/Tomasz_Sapota%2C_2020.jpg,"['https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg', 'https://en.wikipedia.org/wiki/File:Tomasz_Sapota,_2020.jpg', 'https://en.wikipedia.org/wiki/File:Wiki_letter_w.svg']","['https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c9/Tomasz_Sapota%2C_2020.jpg', 'https://upload.wikimedia.org/wikipedia/en/6/6c/Wiki_letter_w.svg']",,,,,,,,
2665312,Chrysler TEVan,https://en.wikipedia.org/wiki/Chrysler_TEVan,663,Historical electric vehicle,historical electric vehicle,,['Chrysler TEVan'],3569,2,"[""CARB's ZEV Mandate"", 'Cars introduced in 1993', 'Chrysler vehicles', 'Electric cars']","[""https://en.wikipedia.org/wiki/Category:CARB's_ZEV_Mandate"", 'https://en.wikipedia.org/wiki/Category:Cars_introduced_in_1993', 'https://en.wikipedia.org/wiki/Category:Chrysler_vehicles', 'https://en.wikipedia.org/wiki/Category:Electric_cars']",,,"['https://en.wikipedia.org/wiki/File:Commons-logo.svg', 'https://en.wikipedia.org/wiki/File:Symbol_category_class.svg', 'https://en.wikipedia.org/wiki/File:Symbol_list_class.svg', 'https://en.wikipedia.org/wiki/File:Text_document_with_red_question_mark.svg']","['https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/9/96/Symbol_category_class.svg', 'https://upload.wikimedia.org/wikipedia/en/d/db/Symbol_list_class.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Text_document_with_red_question_mark.svg']",,,,,,,,
21322355,Koch languages,https://en.wikipedia.org/wiki/Koch_languages,221,,,['Kochic languages'],['Koch languages'],865,2,"['Languages of India', 'Sal languages', 'Sino-Tibetan language stubs']","['https://en.wikipedia.org/wiki/Category:Languages_of_India', 'https://en.wikipedia.org/wiki/Category:Sal_languages', 'https://en.wikipedia.org/wiki/Category:Sino-Tibetan_language_stubs']",,,['https://en.wikipedia.org/wiki/File:Chinesecoin.jpg'],['https://upload.wikimedia.org/wikipedia/commons/f/f6/Chinesecoin.jpg'],,,,,,,,
21871580,Royster,https://en.wikipedia.org/wiki/Royster,98,Topics referred to by the same term,Wikimedia disambiguation page,,['Royster'],706,2,['Disambiguation pages'],['https://en.wikipedia.org/wiki/Category:Disambiguation_pages'],,,['https://en.wikipedia.org/wiki/File:Disambig_gray.svg'],['https://upload.wikimedia.org/wikipedia/en/5/5f/Disambig_gray.svg'],,,,,,,,
51753368,Tasuku Hiraoka,https://en.wikipedia.org/wiki/Tasuku_Hiraoka,23,Japanese footballer,Japanese association football player,,['Tasuku Hiraoka'],3354,19,"['1996 births', 'Association football midfielders']","['https://en.wikipedia.org/wiki/Category:1996_births', 'https://en.wikipedia.org/wiki/Category:Association_football_midfielders']",,,"['https://en.wikipedia.org/wiki/File:Flag_of_Japan.svg', 'https://en.wikipedia.org/wiki/File:Soccerball_mask.svg']","['https://upload.wikimedia.org/wikipedia/en/9/9e/Flag_of_Japan.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4e/Soccerball_mask.svg']",,,,,,,,
53563585,15th Cavalry Division (Russian Empire),https://en.wikipedia.org/wiki/15th_Cavalry_Division_(Russian_Empire),52,Military unit,military unit,,['15th Cavalry Division'],1375,3,,,,,"['https://en.wikipedia.org/wiki/File:Flag_of_Russia.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_The_Russian_Empire_1883.svg', 'https://en.wikipedia.org/wiki/File:Lesser_Coat_of_Arms_of_Russian_Empire.svg']","['https://upload.wikimedia.org/wikipedia/en/f/f3/Flag_of_Russia.svg', 'https://upload.wikimedia.org/wikipedia/en/f/f3/Flag_of_Russia.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/ae/Lesser_Coat_of_Arms_of_Russian_Empire.svg']",,,,,,,,
2711368,Disclosure and Barring Service,https://en.wikipedia.org/wiki/Disclosure_and_Barring_Service,5626,,non-departmental public body in England and Wales,['DBS'],['Disclosure and Barring Service'],21512,1,"['2012 establishments in the United Kingdom', 'Criminal records', 'Databases in the United Kingdom', 'Disclosure', 'Government agencies established in 2012', 'Home Office (United Kingdom)', 'Law enforcement in England and Wales', 'Non-departmental public bodies of the United Kingdom government', 'Organisations based in Liverpool']","['https://en.wikipedia.org/wiki/Category:2012_establishments_in_the_United_Kingdom', 'https://en.wikipedia.org/wiki/Category:Criminal_records', 'https://en.wikipedia.org/wiki/Category:Databases_in_the_United_Kingdom', 'https://en.wikipedia.org/wiki/Category:Disclosure', 'https://en.wikipedia.org/wiki/Category:Government_agencies_established_in_2012', 'https://en.wikipedia.org/wiki/Category:Home_Office_(United_Kingdom)', 'https://en.wikipedia.org/wiki/Category:Law_enforcement_in_England_and_Wales', 'https://en.wikipedia.org/wiki/Category:Non-departmental_public_bodies_of_the_United_Kingdom_government', 'https://en.wikipedia.org/wiki/Category:Organisations_based_in_Liverpool']",Disclosure_and_Barring_Service.svg,https://upload.wikimedia.org/wikipedia/en/f/fc/Disclosure_and_Barring_Service.svg,"['https://en.wikipedia.org/wiki/File:Ambox_important.svg', 'https://en.wikipedia.org/wiki/File:Criminal_Records_Bureau.svg', 'https://en.wikipedia.org/wiki/File:Disclosure_and_Barring_Service.svg', 'https://en.wikipedia.org/wiki/File:Edit-clear.svg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg', 'https://en.wikipedia.org/wiki/File:Royal_Arms_of_the_United_Kingdom_(Crown_&_Garter).svg', 'https://en.wikipedia.org/wiki/File:Text_document_with_red_question_mark.svg']","['https://upload.wikimedia.org/wikipedia/en/b/b4/Ambox_important.svg', 'https://upload.wikimedia.org/wikipedia/en/6/60/Criminal_Records_Bureau.svg', 'https://upload.wikimedia.org/wikipedia/en/f/fc/Disclosure_and_Barring_Service.svg', 'https://upload.wikimedia.org/wikipedia/en/f/f2/Edit-clear.svg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fa/Royal_Arms_of_the_United_Kingdom_%28Crown_%26_Garter%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a4/Text_document_with_red_question_mark.svg']",53.40780556,-2.98925,7570836.2,,,,,earth
6792011,Kororoit Creek,https://en.wikipedia.org/wiki/Kororoit_Creek,765,"River in Victoria, Australia","river in Victoria, Australia",,['Kororoit Creek'],12057,2,['Port Phillip'],['https://en.wikipedia.org/wiki/Category:Port_Phillip'],"Darter_on_Kororoit_Creek,_Albion.jpg",https://upload.wikimedia.org/wikipedia/commons/4/48/Darter_on_Kororoit_Creek%2C_Albion.jpg,"['https://en.wikipedia.org/wiki/File:Commons-logo.svg', 'https://en.wikipedia.org/wiki/File:Darter_on_Kororoit_Creek,_Albion.jpg', 'https://en.wikipedia.org/wiki/File:Flag_of_Australia.svg', 'https://en.wikipedia.org/wiki/File:Kororoit_Creek,_Albion.jpg', 'https://en.wikipedia.org/wiki/File:Kororoit_Creek,_Sunshine_-_looking_downstream.jpg', 'https://en.wikipedia.org/wiki/File:Kororoit_Creek,_Sunshine_-_riverbank.jpg', 'https://en.wikipedia.org/wiki/File:Kororoitcreekmap.png', 'https://en.wikipedia.org/wiki/File:Symbol_category_class.svg']","['https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Darter_on_Kororoit_Creek%2C_Albion.jpg', 'https://upload.wikimedia.org/wikipedia/en/b/b9/Flag_of_Australia.svg', 'https://upload.wikimedia.org/wikipedia/commons/1/15/Kororoit_Creek%2C_Albion.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/4c/Kororoit_Creek%2C_Sunshine_-_looking_downstream.jpg', 'https://upload.wikimedia.org/wikipedia/commons/7/78/Kororoit_Creek%2C_Sunshine_-_riverbank.jpg', 'https://upload.wikimedia.org/wikipedia/en/6/68/Kororoitcreekmap.png', 'https://upload.wikimedia.org/wikipedia/en/9/96/Symbol_category_class.svg']",-37.86277778,144.87,13619490.2,,,,,earth
28498278,George Tofan,https://en.wikipedia.org/wiki/George_Tofan,25,,Romanian writer,,['George Tofan'],5201,2,,,,,"['https://en.wikipedia.org/wiki/File:Flag_of_Moldova.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_the_Moldavian_Democratic_Republic.svg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg', 'https://en.wikipedia.org/wiki/File:Romania_politic_personality_icon.svg']","['https://upload.wikimedia.org/wikipedia/commons/2/27/Flag_of_Moldova.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_the_Moldavian_Democratic_Republic.svg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/7c/Romania_politic_personality_icon.svg']",,,,,,,,
46572930,Basketball at the 2015 Southeast Asian Games – Women's tournament,https://en.wikipedia.org/wiki/Basketball_at_the_2015_Southeast_Asian_Games_%E2%80%93_Women%27s_tournament,114,,"2015 women's basketball tournament was held in Kallang, Singapore","[""basketball at the 2015 Southeast Asian Games - women's tournament""]","[""basketball at the 2015 Southeast Asian Games – women's tournament""]",18028,,,,,,"['https://en.wikipedia.org/wiki/File:Bronze_medal_icon.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Indonesia.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Malaysia.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Singapore.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Thailand.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Vietnam.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_the_Philippines.svg', 'https://en.wikipedia.org/wiki/File:Gold_medal_icon.svg', 'https://en.wikipedia.org/wiki/File:Silver_medal_icon.svg']","['https://upload.wikimedia.org/wikipedia/commons/8/89/Bronze_medal_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9f/Flag_of_Indonesia.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/66/Flag_of_Malaysia.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Singapore.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a9/Flag_of_Thailand.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/21/Flag_of_Vietnam.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Flag_of_the_Philippines.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/47/Gold_medal_icon.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2e/Silver_medal_icon.svg']",,,,,,,,
65946982,Chris Simon (biologist),https://en.wikipedia.org/wiki/Chris_Simon_(biologist),28,American evolutionary biologist and entomologist,American evolutionary biologist and entomologist,['Christine M. Simon'],['Chris Simon'],2786,,,,,,,,,,,,,,,
7417215,Martha's Vineyard Railroad,https://en.wikipedia.org/wiki/Martha%27s_Vineyard_Railroad,202,,,,"[""Martha's Vineyard Railroad""]",6577,1,"['3 ft gauge railways in the United States', 'Defunct Massachusetts railroads', 'Edgartown, Massachusetts', ""Martha's Vineyard"", 'Narrow gauge railroads in Massachusetts', 'Oak Bluffs, Massachusetts', 'Old Colony Railroad']","['https://en.wikipedia.org/wiki/Category:3_ft_gauge_railways_in_the_United_States', 'https://en.wikipedia.org/wiki/Category:Defunct_Massachusetts_railroads', 'https://en.wikipedia.org/wiki/Category:Edgartown,_Massachusetts', ""https://en.wikipedia.org/wiki/Category:Martha's_Vineyard"", 'https://en.wikipedia.org/wiki/Category:Narrow_gauge_railroads_in_Massachusetts', 'https://en.wikipedia.org/wiki/Category:Oak_Bluffs,_Massachusetts', 'https://en.wikipedia.org/wiki/Category:Old_Colony_Railroad']",Hsl_mh1-train_active_w.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2d/Hsl_mh1-train_active_w.jpg,"['https://en.wikipedia.org/wiki/File:BSicon_KHFNe.svg', 'https://en.wikipedia.org/wiki/File:BSicon_exABZgr+r.svg', 'https://en.wikipedia.org/wiki/File:BSicon_exBHF.svg', 'https://en.wikipedia.org/wiki/File:BSicon_exENDEaq.svg', 'https://en.wikipedia.org/wiki/File:BSicon_exKBHFe.svg', 'https://en.wikipedia.org/wiki/File:BSicon_exSTR+l.svg', 'https://en.wikipedia.org/wiki/File:BSicon_exSTR.svg', 'https://en.wikipedia.org/wiki/File:BSicon_exhKBHFa.svg', 'https://en.wikipedia.org/wiki/File:BSicon_exhKRZWae.svg', 'https://en.wikipedia.org/wiki/File:Commons-logo.svg', 'https://en.wikipedia.org/wiki/File:Hsl_mh1-train_active_w.jpg', ""https://en.wikipedia.org/wiki/File:Martha's_Vineyard_Railroad_turnaround_in_Oak_Bluffs.gif""]","['https://upload.wikimedia.org/wikipedia/commons/1/13/BSicon_KHFNe.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/37/BSicon_exABZgr%2Br.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/41/BSicon_exBHF.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/38/BSicon_exENDEaq.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3a/BSicon_exKBHFe.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e0/BSicon_exSTR%2Bl.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c3/BSicon_exSTR.svg', 'https://upload.wikimedia.org/wikipedia/commons/7/74/BSicon_exhKBHFa.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d7/BSicon_exhKRZWae.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2d/Hsl_mh1-train_active_w.jpg', 'https://upload.wikimedia.org/wikipedia/commons/e/eb/Martha%27s_Vineyard_Railroad_turnaround_in_Oak_Bluffs.gif']",,,,,,,,
11098797,Khyber Pass copy,https://en.wikipedia.org/wiki/Khyber_Pass_copy,9471,Afghan-Pakistani tribal firearm replicas,Afghan-Pakistani tribal firearm replicas,,['Khyber Pass Copy'],7396,3,"['Firearms of Pakistan', 'Gun politics in Pakistan', 'Homemade firearms']","['https://en.wikipedia.org/wiki/Category:Firearms_of_Pakistan', 'https://en.wikipedia.org/wiki/Category:Gun_politics_in_Pakistan', 'https://en.wikipedia.org/wiki/Category:Homemade_firearms']",Khyberpassrifles.jpg,https://upload.wikimedia.org/wikipedia/commons/3/34/Khyberpassrifles.jpg,"['https://en.wikipedia.org/wiki/File:Khyber_Pass_copy_Webley_Pocket_revolver.jpg', 'https://en.wikipedia.org/wiki/File:Khyberpassrifles.jpg', 'https://en.wikipedia.org/wiki/File:Nuvola_apps_kaboodle.svg', 'https://en.wikipedia.org/wiki/File:Question_book-new.svg']","['https://upload.wikimedia.org/wikipedia/commons/a/af/Khyber_Pass_copy_Webley_Pocket_revolver.jpg', 'https://upload.wikimedia.org/wikipedia/commons/3/34/Khyberpassrifles.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Nuvola_apps_kaboodle.svg', 'https://upload.wikimedia.org/wikipedia/en/9/99/Question_book-new.svg']",,,,,,,,
